reference,frame_narrator,embed_type,speaker,confidence,needs_review,open_pattern,close_pattern,first_50_chars
"1 Nephi 1:13",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And he read, saying: Wo, wo, unto Jerusalem, for I"
"1 Nephi 2:9",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And when my father saw that the waters of the rive"
"1 Nephi 2:19",FRAME_NEPHI,EMBED_SPEECH,Nephi,"HIGH",False,"\bsaying\s*[:;,]","","And it came to pass that the Lord spake unto me, s"
"1 Nephi 3:2",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And it came to pass that he spake unto me, saying:"
"1 Nephi 3:29",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\b(and|now)\s+\w+\s+(said|saith|spake|cr","","And it came to pass as they smote us with a rod, b"
"1 Nephi 3:31",FRAME_NEPHI,EMBED_SPEECH,Angel,"HIGH",False,"\bsaying\s*[:;,]","","And after the angel had departed, Laman and Lemuel"
"1 Nephi 4:1",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And it came to pass that I spake unto my brethren,"
"1 Nephi 4:4",FRAME_NEPHI,NONE,,"LOW",True,"","\bwhen\s+\w+\s+had\s+(spoken|said|finish","Now when I had spoken these words, they were yet w"
"1 Nephi 4:34",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","And I also spake unto him, saying: Surely the Lord"
"1 Nephi 5:2",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","For she had supposed that we had perished in the w"
"1 Nephi 5:4",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And it had come to pass that my father spake unto "
"1 Nephi 5:8",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\b(and|now)\s+\w+\s+(said|saith|spake|cr","","And she spake, saying: Now I know of a surety that"
"1 Nephi 7:8",FRAME_NEPHI,NONE,,"HIGH",True,"\bsaying\s*[:;,]","","And now I, Nephi, being grieved for the hardness o"
"1 Nephi 7:17",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","But it came to pass that I prayed unto the Lord, s"
"1 Nephi 7:18",FRAME_NEPHI,NONE,,"LOW",True,"","\bwhen\s+\w+\s+had\s+(spoken|said|finish","And it came to pass that when I had said these wor"
"1 Nephi 8:2",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And it came to pass that while my father tarried i"
"1 Nephi 8:34",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bthese are the words (of|which)\b","","These are the words of my father: For as many as h"
"1 Nephi 9:6",FRAME_NEPHI,NONE,,"LOW",True,"","\bamen\b","But the Lord knoweth all things from the beginning"
"1 Nephi 10:2",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bhe\s+spake\s+unto\s+them\b","\bhad\s+(made\s+an\s+end|finished)\s+(of","For behold, it came to pass after my father had ma"
"1 Nephi 11:6",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","\bwhen\s+\w+\s+had\s+(spoken|said|finish","And when I had spoken these words, the Spirit crie"
"1 Nephi 11:10",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And he said unto me: What desirest thou?"
"1 Nephi 11:11",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto him: To know the interpretation th"
"1 Nephi 11:14",FRAME_NEPHI,EMBED_SPEECH,Angel,"HIGH",False,"\band\s+(\w+)\s+said\s+unto\b","","And it came to pass that I saw the heavens open; a"
"1 Nephi 11:15",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto him: A virgin, most beautiful and "
"1 Nephi 11:16",FRAME_NEPHI,EMBED_SPEECH,God,"HIGH",False,"\band\s+(\w+)\s+said\s+unto\b","","And he said unto me: Knowest thou the condescensio"
"1 Nephi 11:17",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto him: I know that he loveth his chi"
"1 Nephi 11:18",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And he said unto me: Behold, the virgin whom thou "
"1 Nephi 11:19",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And it came to pass that I beheld that she was car"
"1 Nephi 11:22",FRAME_NEPHI,EMBED_SPEECH,God,"HIGH",False,"\b(and|now)\s+\w+\s+(said|saith|spake|cr","","And I answered him, saying: Yea, it is the love of"
"1 Nephi 11:23",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\b(and|now)\s+\w+\s+(said|saith|spake|cr","","And he spake unto me, saying: Yea, and the most jo"
"1 Nephi 11:24",FRAME_NEPHI,NONE,,"LOW",True,"","\bafter\s+\w+\s+had\s+(spoken|said)\b","And after he had said these words, he said unto me"
"1 Nephi 11:30",FRAME_NEPHI,EMBED_SPEECH,Angel,"HIGH",False,"\bsaying\s*[:;,]","","And it came to pass that the angel spake unto me a"
"1 Nephi 11:31",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\b(and|now)\s+\w+\s+(said|saith|spake|cr","","And he spake unto me again, saying: Look! And I lo"
"1 Nephi 11:32",FRAME_NEPHI,EMBED_SPEECH,Angel,"HIGH",False,"\bsaying\s*[:;,]","","And it came to pass that the angel spake unto me a"
"1 Nephi 11:35",FRAME_NEPHI,EMBED_SPEECH,Ether,"HIGH",False,"\bsaying\s*[:;,]","","And the multitude of the earth was gathered togeth"
"1 Nephi 11:36",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And it came to pass that I saw and bear record, th"
"1 Nephi 12:8",FRAME_NEPHI,EMBED_SPEECH,Angel,"HIGH",False,"\bsaying\s*[:;,]","","And the angel spake unto me, saying: Behold the tw"
"1 Nephi 12:9",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And he said unto me: Thou rememberest the twelve a"
"1 Nephi 12:16",FRAME_NEPHI,EMBED_SPEECH,Angel,"HIGH",False,"\bsaying\s*[:;,]","","And the angel spake unto me, saying: Behold the fo"
"1 Nephi 13:1",FRAME_NEPHI,EMBED_SPEECH,Angel,"HIGH",False,"\bsaying\s*[:;,]","","And it came to pass that the angel spake unto me, "
"1 Nephi 13:3",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And he said unto me: These are the nations and kin"
"1 Nephi 13:8",FRAME_NEPHI,EMBED_SPEECH,Angel,"HIGH",False,"\bsaying\s*[:;,]","","And the angel spake unto me, saying: Behold the go"
"1 Nephi 13:22",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto him: I know not."
"1 Nephi 13:23",FRAME_NEPHI,NONE,,"HIGH",True,"\band\s+(\w+)\s+said\s+unto\b","","And he said: Behold it proceedeth out of the mouth"
"1 Nephi 13:34",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","And it came to pass that the angel of the Lord spa"
"1 Nephi 13:40",FRAME_NEPHI,EMBED_SPEECH,Angel,"HIGH",False,"\bsaying\s*[:;,]","","And the angel spake unto me, saying: These last re"
"1 Nephi 14:5",FRAME_NEPHI,EMBED_SPEECH,Nephi,"HIGH",False,"\bsaying\s*[:;,]","","And it came to pass that the angel spake unto me, "
"1 Nephi 14:10",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And he said unto me: Behold there are save two chu"
"1 Nephi 14:16",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And as there began to be wars and rumors of wars a"
"1 Nephi 14:18",FRAME_NEPHI,EMBED_SPEECH,Angel,"HIGH",False,"\bsaying\s*[:;,]","","And it came to pass that the angel spake unto me, "
"1 Nephi 14:30",FRAME_NEPHI,NONE,,"LOW",True,"","\bamen\b","And now I make an end of speaking concerning the t"
"1 Nephi 15:7",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+they\s+said\b","","And they said: Behold, we cannot understand the wo"
"1 Nephi 15:8",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto them: Have ye inquired of the Lord"
"1 Nephi 15:9",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\band\s+(\w+)\s+said\s+unto\b","","And they said unto me: We have not; for the Lord m"
"1 Nephi 15:18",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","Wherefore, our father hath not spoken of our seed "
"1 Nephi 15:21",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And it came to pass that they did speak unto me ag"
"1 Nephi 15:22",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto them: It was a representation of t"
"1 Nephi 15:23",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And they said unto me: What meaneth the rod of iro"
"1 Nephi 15:24",FRAME_NEPHI,EMBED_SPEECH,God,"HIGH",False,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto them that it was the word of God; "
"1 Nephi 15:26",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And they said unto me: What meaneth the river of w"
"1 Nephi 15:27",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto them that the water which my fathe"
"1 Nephi 15:28",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto them that it was an awful gulf, wh"
"1 Nephi 15:29",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto them that it was a representation "
"1 Nephi 15:30",FRAME_NEPHI,EMBED_SPEECH,God,"HIGH",False,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto them that our father also saw that"
"1 Nephi 15:31",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And they said unto me: Doth this thing mean the to"
"1 Nephi 15:36",FRAME_NEPHI,NONE,,"LOW",True,"","\bamen\b","Wherefore, the wicked are rejected from the righte"
"1 Nephi 16:1",FRAME_NEPHI,NONE,,"HIGH",False,"","\bhad\s+(made\s+an\s+end|finished)\s+(of","And now it came to pass that after I, Nephi, had m"
"1 Nephi 16:23",FRAME_NEPHI,NONE,,"HIGH",True,"\band\s+(\w+)\s+said\s+unto\b","","And it came to pass that I, Nephi, did make out of"
"1 Nephi 16:35",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And it came to pass that the daughters of Ishmael "
"1 Nephi 16:37",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And Laman said unto Lemuel and also unto the sons "
"1 Nephi 17:7",FRAME_NEPHI,NONE,,"HIGH",True,"\bsaying\s*[:;,]","","And it came to pass that after I, Nephi, had been "
"1 Nephi 17:8",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","And it came to pass that the Lord spake unto me, s"
"1 Nephi 17:17",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And when my brethren saw that I was about to build"
"1 Nephi 17:19",FRAME_NEPHI,NONE,,"HIGH",True,"\bsaying\s*[:;,]","","And now it came to pass that I, Nephi, was exceedi"
"1 Nephi 17:23",FRAME_NEPHI,NONE,,"HIGH",True,"\bsaying\s*[:;,]","","And it came to pass that I, Nephi, spake unto them"
"1 Nephi 17:48",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","\bwhen\s+\w+\s+had\s+(spoken|said|finish","And now it came to pass that when I had spoken the"
"1 Nephi 17:50",FRAME_NEPHI,EMBED_SPEECH,God,"HIGH",False,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto them: If God had commanded me to d"
"1 Nephi 17:55",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","And now, they said: We know of a surety that the L"
"1 Nephi 18:10",FRAME_NEPHI,NONE,,"HIGH",True,"\b(began|did)\s+to\s+(say|teach|preach|s","","And I, Nephi, began to fear exceedingly lest the L"
"1 Nephi 19:24",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","Wherefore I spake unto them, saying: Hear ye the w"
"1 Nephi 21:6",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+he\s+said\b","","And he said: It is a light thing that thou shoulds"
"1 Nephi 22:9",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And it shall also be of worth unto the Gentiles; a"
"1 Nephi 22:20",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","And the Lord will surely prepare a way for his peo"
"1 Nephi 22:31",FRAME_NEPHI,NONE,,"LOW",True,"","\bamen\b","Wherefore, ye need not suppose that I and my fathe"
"2 Nephi 1:1",FRAME_NEPHI,NONE,,"HIGH",False,"","\bhad\s+(made\s+an\s+end|finished)\s+(of","And now it came to pass that after I, Nephi, had m"
"2 Nephi 1:2",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bhe\s+spake\s+unto\s+them\b","","And he spake unto them concerning their rebellions"
"2 Nephi 2:30",FRAME_NEPHI,NONE,,"LOW",True,"","\bamen\b","I have spoken these few words unto you all, my son"
"2 Nephi 3:6",FRAME_NEPHI,EMBED_SPEECH,God,"HIGH",False,"\bsaying\s*[:;,]","","For Joseph truly testified, saying: A seer shall t"
"2 Nephi 3:14",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","And thus prophesied Joseph, saying: Behold, that s"
"2 Nephi 3:25",FRAME_NEPHI,NONE,,"LOW",True,"","\bamen\b","And now, blessed art thou, Joseph. Behold, thou ar"
"2 Nephi 4:3",FRAME_NEPHI,NONE,,"LOW",True,"","\bhad\s+(made\s+an\s+end|finished)\s+(of","Wherefore, after my father had made an end of spea"
"2 Nephi 4:8",FRAME_NEPHI,NONE,,"LOW",True,"","\bhad\s+(made\s+an\s+end|finished)\s+(of","And it came to pass that after my father had made "
"2 Nephi 4:9",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\b(and|now)\s+\w+\s+(said|saith|spake|cr","","And he spake unto them, saying: Behold, my sons an"
"2 Nephi 4:10",FRAME_NEPHI,NONE,,"LOW",True,"","\bhad\s+(made\s+an\s+end|finished)\s+(of","And it came to pass that when my father had made a"
"2 Nephi 4:11",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","\bhad\s+(made\s+an\s+end|finished)\s+(of","And after he had made an end of speaking unto them"
"2 Nephi 4:35",FRAME_NEPHI,NONE,,"LOW",True,"","\bamen\b","Yea, I know that God will give liberally to him th"
"2 Nephi 5:3",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","Yea, they did murmur against me, saying: Our young"
"2 Nephi 9:54",FRAME_JACOB,NONE,,"LOW",True,"","\bamen\b","And now, my brethren, I would speak unto you more;"
"2 Nephi 10:25",FRAME_JACOB,NONE,,"LOW",True,"","\bamen\b","Wherefore, may God raise you from death by the pow"
"2 Nephi 13:7",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","In that day shall he swear, saying: I will not be "
"2 Nephi 14:1",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And in that day, seven women shall take hold of on"
"2 Nephi 16:8",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","Also I heard the voice of the Lord, saying: Whom s"
"2 Nephi 16:9",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+he\s+said\b","","And he said: Go and tell this people--Hear ye inde"
"2 Nephi 16:11",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\band\s+he\s+said\b","","Then said I: Lord, how long? And he said: Until th"
"2 Nephi 17:2",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And it was told the house of David, saying: Syria "
"2 Nephi 17:5",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","Because Syria, Ephraim, and the son of Remaliah, h"
"2 Nephi 17:10",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","Moreover, the Lord spake again unto Ahaz, saying:"
"2 Nephi 17:13",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+he\s+said\b","","And he said: Hear ye now, O house of David; is it "
"2 Nephi 18:5",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","The Lord spake also unto me again, saying:"
"2 Nephi 18:11",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","For the Lord spake thus to me with a strong hand, "
"2 Nephi 24:8",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","Yea, the fir trees rejoice at thee, and also the c"
"2 Nephi 24:24",FRAME_NEPHI,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","The Lord of Hosts hath sworn, saying: Surely as I "
"2 Nephi 26:25",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","Behold, doth he cry unto any, saying: Depart from "
"2 Nephi 27:15",FRAME_NEPHI,EMBED_SPEECH,God,"HIGH",False,"\bsaying\s*[:;,]","","But behold, it shall come to pass that the Lord Go"
"2 Nephi 31:10",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And he said unto the children of men: Follow thou "
"2 Nephi 31:12",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And also, the voice of the Son came unto me, sayin"
"2 Nephi 31:14",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","But, behold, my beloved brethren, thus came the vo"
"2 Nephi 31:15",FRAME_NEPHI,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And I heard a voice from the Father, saying: Yea, "
"2 Nephi 31:21",FRAME_NEPHI,NONE,,"LOW",True,"","\bamen\b","And now, behold, my beloved brethren, this is the "
"2 Nephi 33:15",FRAME_NEPHI,NONE,,"LOW",True,"","\bamen\b","For what I seal on earth, shall be brought against"
"Jacob 2:11",FRAME_JACOB,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","Wherefore, I must tell you the truth according to "
"Jacob 5:1",FRAME_JACOB,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","Behold, my brethren, do ye not remember to have re"
"Jacob 5:4",FRAME_JACOB,EMBED_SPEECH,,"MEDIUM",True,"\band\s+he\s+said\b","","And it came to pass that the master of the vineyar"
"Jacob 5:7",FRAME_JACOB,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And it came to pass that the master of the vineyar"
"Jacob 5:18",FRAME_JACOB,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And he said unto the servant: Behold, the branches"
"Jacob 5:20",FRAME_JACOB,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And it came to pass that they went forth whither t"
"Jacob 5:25",FRAME_JACOB,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And he said unto the servant: Look hither and beho"
"Jacob 6:13",FRAME_JACOB,NONE,,"LOW",True,"","\bamen\b","Finally, I bid you farewell, until I shall meet yo"
"Jacob 7:2",FRAME_JACOB,EMBED_SPEECH,,"MEDIUM",True,"\b(began|did)\s+to\s+(say|teach|preach|s","","And it came to pass that he began to preach among "
"Jacob 7:6",FRAME_JACOB,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And it came to pass that he came unto me, and on t"
"Jacob 7:9",FRAME_JACOB,EMBED_SPEECH,Christ,"HIGH",False,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto him: Deniest thou the Christ who s"
"Jacob 7:10",FRAME_JACOB,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto him: Believest thou the scriptures"
"Jacob 7:11",FRAME_JACOB,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto him: Then ye do not understand the"
"Jacob 7:14",FRAME_JACOB,EMBED_SPEECH,God,"HIGH",False,"\band\s+(\w+)\s+said\s+unto\b","","And I said unto him: What am I that I should tempt"
"Jacob 7:19",FRAME_JACOB,EMBED_SPEECH,,"MEDIUM",True,"\band\s+he\s+said\b","","And he said: I fear lest I have committed the unpa"
"Jacob 7:20",FRAME_JACOB,NONE,,"LOW",True,"","\bwhen\s+\w+\s+had\s+(spoken|said|finish","And it came to pass that when he had said these wo"
"Enos 1:5",FRAME_ENOS,EMBED_SPEECH,Enos,"HIGH",False,"\bsaying\s*[:;,]","","And there came a voice unto me, saying: Enos, thy "
"Enos 1:8",FRAME_ENOS,EMBED_SPEECH,Christ,"HIGH",False,"\band\s+(\w+)\s+said\s+unto\b","","And he said unto me: Because of thy faith in Chris"
"Enos 1:10",FRAME_ENOS,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","And while I was thus struggling in the spirit, beh"
"Enos 1:27",FRAME_ENOS,NONE,,"LOW",True,"","\bamen\b","And I soon go to the place of my rest, which is wi"
"Mosiah 1:3",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And he also taught them concerning the records whi"
"Mosiah 1:9",FRAME_MORMON_ABRIDGER,NONE,,"LOW",True,"","\bhad\s+(made\s+an\s+end|finished)\s+(of","And it came to pass that after king Benjamin had m"
"Mosiah 1:10",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,Mosiah,"HIGH",False,"\bthese are the words (of|which)\b","","Therefore, he had Mosiah brought before him; and t"
"Mosiah 2:8",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,,"MEDIUM",True,"\b(began|did)\s+to\s+(say|teach|preach|s","","And it came to pass that he began to speak to his "
"Mosiah 2:9",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,,"MEDIUM",True,"\bthese are the words (of|which)\b","","And these are the words which he spake and caused "
"Mosiah 3:2",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,Angel,"HIGH",False,"\band\s+(\w+)\s+said\s+unto\b","","And the things which I shall tell you are made kno"
"Mosiah 3:3",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,,"MEDIUM",True,"\band\s+(\w+)\s+said\s+unto\b","","And he said unto me: Awake, and hear the words whi"
"Mosiah 3:27",FRAME_MORMON_ABRIDGER,NONE,,"LOW",True,"","\bamen\b","And their torment is as a lake of fire and brimsto"
"Mosiah 4:1",FRAME_MORMON_ABRIDGER,NONE,,"LOW",True,"","\bhad\s+(made\s+an\s+end|finished)\s+(of","And now, it came to pass that when king Benjamin h"
"Mosiah 4:2",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And they had viewed themselves in their own carnal"
"Mosiah 4:3",FRAME_MORMON_ABRIDGER,NONE,,"LOW",True,"","\bafter\s+\w+\s+had\s+(spoken|said)\b","And it came to pass that after they had spoken the"
"Mosiah 4:4",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,Benjamin,"HIGH",False,"\b(began|did)\s+to\s+(say|teach|preach|s","","And king Benjamin again opened his mouth and began"
"Mosiah 5:2",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And they all cried with one voice, saying: Yea, we"
"Mosiah 5:6",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,Benjamin,"HIGH",False,"\bthese are the words (of|which)\b","","And now, these are the words which king Benjamin d"
"Mosiah 5:15",FRAME_MORMON_ABRIDGER,NONE,,"LOW",True,"","\bamen\b","Therefore, I would that ye should be steadfast and"
"Mosiah 7:9",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,Limhi,"HIGH",False,"\band\s+(\w+)\s+said\s+unto\b","","And he said unto them: Behold, I am Limhi, the son"
"Mosiah 7:18",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,Ether,"HIGH",False,"\bhe\s+spake\s+unto\s+them\b","","And it came to pass that when they had gathered th"
"Mosiah 8:1",FRAME_MORMON_ABRIDGER,NONE,,"LOW",True,"","\bhad\s+(made\s+an\s+end|finished)\s+(of","And it came to pass that after king Limhi had made"
"Mosiah 8:19",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,Ammon,"HIGH",False,"\bsaying\s*[:;,]","\bhad\s+(made\s+an\s+end|finished)\s+(of","And now, when Ammon had made an end of speaking th"
"Mosiah 10:22",FRAME_MORMON_ABRIDGER,NONE,,"LOW",True,"","\bamen\b","And now I, being old, did confer the kingdom upon "
"Mosiah 11:20",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,Abinadi,"HIGH",False,"\bsaying\s*[:;,]","","And it came to pass that there was a man among the"
"Mosiah 11:26",FRAME_MORMON_ABRIDGER,NONE,,"LOW",True,"","\bwhen\s+\w+\s+had\s+(spoken|said|finish","Now it came to pass that when Abinadi had spoken t"
"Mosiah 11:27",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,Abinadi,"HIGH",False,"\band\s+he\s+said\b","","Now when king Noah had heard of the words which Ab"
"Mosiah 12:1",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,Abinadi,"HIGH",False,"\bsaying\s*[:;,]","","And it came to pass that after the space of two ye"
"Mosiah 12:2",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,Lord,"HIGH",False,"\bsaying\s*[:;,]","","Yea, wo be unto this generation! And the Lord said"
"Mosiah 12:20",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,,"MEDIUM",True,"\bsaying\s*[:;,]","","And it came to pass that one of them said unto him"
"Mosiah 12:28",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,,"MEDIUM",True,"\band\s+they\s+said\b","","And they said: We teach the law of Moses."
"Mosiah 12:33",FRAME_MORMON_ABRIDGER,EMBED_SPEECH,Abinadi,"HIGH",False,"\b(and|now)\s+\w+\s+(said|saith|spake|cr","","But now Abinadi said unto them: I know if ye keep "
